name,katakana,address,ido,keido,wbgt_time_json
鴬沢,ウグイスザワ,栗原市鶯沢袋宮林,38.80008333,140.9335833,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [-0.131, -0.083, -0.643, -0.706, -0.843, -1.056, -0.901, -0.966, -0.399, 0.453, 0.768, 1.337, 1.633, 1.846, 2.433, 2.274, 1.497, 1.128, 0.969, 0.87, 0.757, 0.586, 0.382, 0.352, 0.457, 0.51, 0.611, 0.208, 0.159, 0.35, 0.506, 0.745, 0.452, 0.64, 0.85, 0.916, 0.886, 0.662, 0.528, 0.174, -0.103, -0.336, -0.466, -0.635, -0.845, -1.008, -0.998, -1.166]}"
川渡,カワタビ,大崎市鳴子温泉字蓬田,38.7335,140.7501667,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [2.168, 2.277, 1.822, 1.401, 0.995, 1.424, 0.901, 0.691, 2.065, 3.385, 3.551, 4.161, 4.503, 4.876, 5.084, 4.835, 4.066, 3.346, 2.995, 2.882, 3.022, 3.054, 2.712, 2.894, 2.888, 2.659, 2.817, 2.907, 2.659, 2.644, 2.633, 2.672, 3.229, 3.693, 3.935, 4.164, 4.115, 3.875, 3.695, 3.213, 2.772, 2.507, 2.341, 2.127, 1.918, 1.661, 1.559, 1.238]}"
築館,ツキダテ,栗原市築館左足下,38.73336111,141.0000833,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [0.675, 0.894, 0.967, 0.517, 1.151, 1.533, 1.249, 0.307, 2.52, 5.289, 6.393, 7.164, 7.378, 7.683, 7.484, 7.151, 5.848, 4.678, 3.746, 3.296, 3.035, 3.093, 2.962, 2.296, 2.479, 2.574, 2.023, 1.757, 1.876, 2.615, 2.425, 1.785, 3.77, 5.76, 6.553, 7.82, 8.296, 7.927, 7.322, 6.494, 5.095, 3.943, 3.363, 2.705, 2.401, 2.192, 2.202, 2.049]}"
米山,ヨネヤマ,登米市米山町西野字的場,38.61683333,141.1834167,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [1.492, 2.838, 2.358, 2.433, 2.337, 2.191, 2.312, 2.295, 3.72, 5.504, 6.442, 6.993, 7.457, 7.43, 7.326, 7.225, 6.313, 5.548, 5.161, 5.234, 5.203, 5.114, 4.964, 4.624, 4.487, 4.604, 4.361, 4.324, 3.912, 4.533, 4.42, 3.954, 5.305, 5.684, 6.32, 7.427, 7.989, 7.746, 7.208, 6.51, 5.368, 4.6, 4.074, 3.811, 3.614, 3.405, 3.299, 3.099]}"
志津川,シヅガワ,本吉郡南三陸町志津川字城場,38.66691667,141.4335833,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [2.67, 3.9, 3.603, 3.831, 3.668, 3.376, 3.403, 3.273, 4.238, 5.625, 6.572, 6.884, 7.386, 7.552, 7.568, 7.558, 7.017, 6.743, 6.724, 6.685, 6.698, 6.535, 6.287, 6.149, 5.935, 5.898, 5.746, 5.841, 5.461, 6.051, 5.864, 5.454, 6.114, 6.282, 6.558, 7.47, 7.875, 8.068, 7.583, 7.03, 6.071, 5.31, 5.042, 4.743, 4.611, 4.416, 4.175, 3.978]}"
加美,カミ,加美郡加美町味ヶ袋薬莱原,38.56675,140.7168333,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [2.155, 2.285, 1.957, 1.545, 1.407, 1.344, 0.765, 0.569, 1.992, 3.406, 4.103, 4.13, 4.636, 5.03, 5.573, 4.407, 3.996, 3.239, 3.131, 3.019, 2.92, 2.804, 2.542, 2.883, 2.891, 2.886, 2.96, 2.949, 2.615, 2.769, 2.672, 2.774, 3.432, 3.541, 3.875, 4.267, 4.423, 4.033, 3.672, 3.117, 2.594, 2.201, 1.847, 1.643, 1.445, 1.359, 1.363, 1.259]}"
古川,フルカワ,大崎市古川大崎字富国,38.58358333,140.9001944,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [0.267, 0.733, -0.036, 0.002, -0.164, -0.199, -0.471, -0.519, 0.455, 1.457, 1.862, 2.412, 2.622, 3.144, 3.727, 2.424, 2.019, 1.45, 1.491, 1.298, 1.143, 1.011, 0.805, 0.591, 1.06, 1.03, 1.187, 1.279, 0.388, 0.165, 1.108, 1.255, 1.75, 1.538, 2.588, 3.051, 3.084, 2.297, 1.712, 1.151, 0.553, 0.152, 0.007, -0.256, -0.449, -0.538, -0.535, -0.63]}"
雄勝,オガツ,石巻市雄勝町雄勝字下雄勝,38.51672222,141.45025,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [5.57, 6.397, 6.316, 5.62, 5.54, 5.56, 5.11, 5.059, 5.761, 6.474, 7.016, 7.319, 7.693, 7.601, 7.714, 7.818, 7.453, 7.394, 7.684, 7.423, 7.34, 7.282, 7.111, 6.954, 7.002, 6.994, 6.909, 7.107, 6.959, 6.9, 6.858, 6.675, 7.154, 7.083, 7.26, 7.707, 8.04, 8.227, 7.56, 7.067, 6.382, 5.905, 5.711, 5.648, 5.474, 5.356, 5.202, 5.063]}"
泉ケ岳,イズミガダケ,仙台市泉区福岡岳山,38.40011111,140.71675,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [0.483, 0.653, 0.458, 0.435, 0.243, -0.042, -0.147, -0.284, 0.726, 1.919, 2.83, 2.898, 3.578, 3.634, 3.987, 3.189, 2.23, 1.829, 1.611, 1.569, 1.38, 1.061, 1.162, 1.376, 1.576, 1.464, 1.477, 1.598, 1.457, 1.416, 1.48, 1.678, 2.189, 1.925, 1.829, 2.498, 2.342, 2.354, 1.877, 1.663, 0.998, 0.52, 0.396, 0.359, 0.354, 0.194, 0.164, 0.098]}"
大衡,オオヒラ,黒川郡大衡村松の平,38.46677778,140.8834167,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [0.669, 0.919, 0.261, 0.323, 0.121, 0.01, -0.213, -0.508, 0.803, 1.992, 3.047, 3.076, 3.197, 3.905, 4.415, 3.153, 2.115, 1.57, 1.611, 1.499, 1.38, 1.214, 1.108, 1.363, 1.483, 1.287, 1.399, 1.567, 1.372, 0.708, 1.315, 1.568, 2.211, 1.937, 3.072, 3.935, 3.672, 2.951, 2.225, 1.542, 0.89, 0.437, 0.181, 0.129, -0.068, -0.127, -0.258, -0.296]}"
鹿島台,カシマダイ,大崎市鹿島台広長字内の浦,38.45016667,141.0834722,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [6.659, 6.485, 6.569, 5.649, 5.383, 5.431, 5.02, 4.878, 5.583, 6.619, 7.294, 7.676, 7.973, 8.061, 8.047, 7.928, 7.66, 7.513, 7.76, 7.633, 7.595, 7.497, 7.308, 7.399, 7.182, 7.221, 7.348, 7.207, 7.372, 7.11, 7.245, 7.151, 7.443, 7.626, 7.861, 8.121, 8.103, 8.074, 7.724, 7.098, 6.451, 5.962, 5.702, 5.535, 5.353, 5.152, 4.948, 4.868]}"
石巻,イシノマキ,石巻市泉町　石巻特別地域気象観測所,38.41683333,141.2835833,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [6.17, 6.412, 6.287, 5.852, 5.861, 5.693, 5.435, 5.336, 5.9, 6.688, 7.338, 7.906, 8.123, 7.872, 7.925, 7.934, 7.507, 7.579, 7.57, 7.451, 7.329, 7.252, 7.085, 6.936, 6.961, 7.014, 6.931, 7.075, 6.966, 6.824, 6.868, 6.751, 7.222, 7.414, 7.523, 7.804, 8.35, 8.293, 7.875, 7.045, 6.516, 6.072, 5.937, 5.716, 5.629, 5.513, 5.372, 5.319]}"
女川,オナガワ,牡鹿郡女川町宮ケ崎字宮ケ崎,38.43355556,141.45,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [6.32, 6.692, 6.52, 5.978, 6.079, 5.879, 5.615, 5.432, 5.93, 6.793, 7.216, 7.837, 8.149, 8.012, 7.992, 8.086, 7.668, 7.669, 7.755, 7.543, 7.516, 7.444, 7.338, 7.113, 7.139, 7.232, 7.215, 7.272, 7.27, 7.13, 7.073, 6.957, 7.409, 7.551, 7.575, 7.862, 8.182, 8.38, 7.82, 7.143, 6.582, 6.141, 5.944, 5.79, 5.716, 5.447, 5.453, 5.337]}"
新川,ニッカワ,仙台市青葉区新川字清水尻,38.30005556,140.6333889,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [0.879, 1.004, 0.839, 0.932, 0.64, 0.449, 0.41, 0.237, 1.237, 2.331, 3.394, 4.164, 4.709, 4.423, 4.321, 3.771, 2.936, 2.375, 2.122, 2.026, 1.816, 1.188, 1.498, 1.813, 1.973, 1.773, 1.754, 1.836, 1.917, 1.993, 2.028, 2.171, 2.718, 3.156, 3.007, 3.272, 3.392, 3.055, 2.574, 2.477, 1.761, 1.226, 0.819, 0.878, 0.993, 0.94, 0.867, 0.825]}"
塩釜,シオガマ,塩竈市伊保石,38.33341667,141.0002222,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [5.685, 5.883, 5.834, 5.872, 5.651, 5.468, 5.257, 5.231, 5.853, 6.854, 7.654, 7.933, 8.183, 8.098, 8.102, 8.031, 7.687, 7.547, 7.235, 7.168, 6.959, 6.864, 6.63, 6.488, 6.537, 6.431, 6.366, 6.413, 6.322, 6.224, 6.362, 6.427, 7.068, 7.439, 7.723, 7.98, 8.414, 8.233, 7.923, 7.175, 6.557, 6.024, 5.795, 5.697, 5.588, 5.407, 5.364, 5.257]}"
仙台,センダイ,仙台市宮城野区五輪　仙台管区気象台,38.25019444,140.8835556,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [1.429, 1.364, 1.578, 1.066, 0.634, 0.073, -0.079, -0.416, 1.253, 3.215, 4.593, 5.583, 6.02, 5.847, 5.585, 4.868, 3.275, 2.174, 1.858, 1.6, 1.391, 1.101, 1.066, 0.69, 0.712, 0.629, 1.03, 1.04, 0.856, 1.191, 0.334, 0.926, 2.239, 3.959, 5.371, 5.927, 6.088, 5.516, 4.322, 3.566, 2.493, 1.523, 0.934, 0.806, 0.693, 0.494, 0.265, 0.044]}"
