name,katakana,address,ido,keido,wbgt_time_json
足利,アシカガ,足利市元学町,36.33347222,139.4501944,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [2.146, 1.964, 1.73, 1.586, 1.226, 1.024, 0.88, 1.032, 2.939, 5.722, 8.356, 10.039, 10.827, 11.071, 10.961, 10.355, 8.791, 6.983, 5.922, 5.183, 4.492, 4.136, 3.937, 3.609, 3.117, 2.727, 2.489, 2.31, 2.252, 2.019, 1.824, 1.882, 4.044, 7.458, 9.032, 11.068, 12.345, 13.134, 13.111, 12.523, 10.493, 8.727, 7.659, 7.232, 6.171, 5.532, 4.945, 4.403]}"
佐野,サノ,佐野市田沼町,36.35022222,139.5667222,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [2.484, 2.215, 1.991, 1.664, 1.35, 1.23, 0.995, 0.968, 2.329, 5.024, 7.783, 9.849, 10.82, 11.087, 10.951, 10.439, 8.817, 7.266, 6.205, 5.517, 4.843, 4.423, 4.117, 3.806, 3.514, 3.189, 2.92, 2.74, 2.595, 2.555, 2.406, 2.326, 4.017, 7.49, 8.842, 10.966, 12.172, 12.891, 12.951, 12.295, 10.26, 8.854, 8.064, 7.519, 6.803, 6.147, 5.485, 4.923]}"
栃木,トチギ,栃木市平井町,36.36677778,139.7000556,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [2.806, 2.326, 2.145, 1.779, 1.303, 1.304, 0.927, 0.723, 2.198, 4.765, 7.511, 9.611, 10.953, 11.286, 11.256, 10.557, 8.854, 7.422, 6.404, 5.536, 4.937, 4.615, 4.097, 3.686, 3.37, 3.187, 2.918, 2.676, 2.581, 2.396, 2.254, 2.079, 3.714, 7.392, 8.75, 10.823, 12.194, 12.767, 12.891, 11.962, 10.355, 8.66, 7.951, 7.494, 7.072, 6.217, 5.586, 4.989]}"
小山,オヤマ,小山市出井,36.33341667,139.8168889,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [3.119, 2.729, 2.501, 2.342, 2.008, 1.867, 1.403, 1.296, 2.698, 5.156, 7.715, 9.691, 10.78, 11.26, 11.161, 10.474, 8.864, 7.389, 6.634, 5.806, 5.235, 4.848, 4.277, 3.915, 3.559, 3.291, 2.929, 2.734, 2.626, 2.438, 2.299, 2.26, 4.0, 7.475, 8.568, 10.535, 11.927, 12.579, 12.607, 11.789, 10.263, 8.753, 8.177, 7.837, 7.249, 6.81, 5.686, 5.308]}"
藤原,フジワラ,利根郡みなかみ町藤原字屋倉,36.85022222,139.0501389,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [1.611, 0.949, 0.245, 1.042, 1.283, 1.724, 1.595, 1.455, 2.977, 4.841, 5.83, 6.421, 7.07, 7.358, 7.139, 6.455, 5.227, 3.696, 3.335, 2.615, 1.992, 1.947, 1.72, 1.329, 1.64, 1.06, 0.806, 0.403, 0.172, -0.19, -0.379, -0.367, 2.173, 5.671, 7.757, 8.828, 9.362, 9.566, 9.109, 8.325, 6.76, 5.051, 4.674, 4.294, 3.984, 3.226, 3.387, 3.271]}"
みなかみ,ミナカミ,利根郡みなかみ町湯原,36.76677778,138.95025,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [-3.195, -3.212, -3.189, -3.17, -3.179, -3.288, -3.366, -3.35, -1.924, 0.217, 1.722, 2.588, 2.929, 2.765, 2.401, 1.419, 0.326, -1.044, -1.667, -1.982, -2.025, -2.297, -2.164, -1.873, -1.847, -1.833, -1.855, -1.925, -1.858, -1.763, -1.401, -1.256, -0.11, 1.531, 3.14, 4.125, 4.615, 4.696, 4.395, 3.485, 1.787, 0.139, -0.247, -0.764, -1.092, -1.053, -1.113, -1.303]}"
片品,カタシナ,利根郡片品村鎌田,36.76675,139.2334167,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [2.955, 2.616, 2.387, 2.465, 2.342, 2.327, 2.327, 2.575, 3.972, 5.906, 7.379, 8.258, 8.899, 9.076, 8.915, 8.266, 7.283, 5.654, 5.355, 4.342, 3.392, 3.176, 3.065, 3.16, 3.166, 3.394, 3.438, 3.518, 3.371, 3.192, 3.33, 3.342, 4.883, 7.083, 8.8, 10.08, 10.988, 11.671, 11.487, 10.533, 8.639, 7.039, 6.573, 6.035, 5.392, 4.647, 4.035, 4.303]}"
草津,クサツ,吾妻郡草津町草津,36.61666667,138.5834722,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [-0.526, -0.655, -0.714, -0.803, -0.64, -0.938, -1.149, -1.31, 0.309, 2.678, 4.285, 5.343, 5.747, 5.722, 5.339, 4.666, 3.503, 2.039, 1.661, 0.83, 0.588, 0.415, 0.298, 0.532, 0.505, 0.283, -0.067, 0.075, 0.223, 0.264, 0.486, 0.761, 2.117, 4.135, 5.388, 6.814, 7.707, 7.988, 7.834, 6.853, 5.11, 3.294, 2.872, 2.132, 1.344, 1.195, 0.864, 0.48]}"
沼田,ヌマタ,沼田市井土上町,36.66669444,139.01675,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [2.482, 2.2, 1.918, 1.739, 1.288, 1.204, 1.263, 1.439, 3.035, 5.659, 7.998, 9.177, 9.937, 10.184, 10.011, 9.331, 8.895, 7.092, 6.489, 5.347, 4.468, 3.888, 3.613, 3.261, 2.973, 2.923, 2.724, 2.63, 2.283, 1.999, 2.56, 2.54, 3.835, 6.04, 8.83, 10.593, 11.717, 12.453, 12.844, 11.927, 9.956, 8.113, 7.422, 6.486, 5.897, 5.354, 4.702, 4.407]}"
中之条,ナカノジョウ,吾妻郡中之条町伊勢町,36.58338889,138.85,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [-2.375, -2.419, -2.392, -2.344, -2.162, -2.263, -2.307, -2.368, -0.956, 1.002, 2.573, 3.542, 3.943, 3.849, 3.523, 2.575, 1.381, -0.205, -0.668, -1.154, -1.45, -1.612, -1.57, -1.186, -1.098, -1.101, -1.171, -1.097, -1.08, -1.091, -0.748, -0.56, 0.841, 2.613, 4.229, 5.341, 5.892, 6.099, 5.785, 4.866, 3.021, 1.295, 0.837, 0.299, 0.013, -0.298, -0.489, -0.664]}"
田代,タシロ,吾妻郡嬬恋村田代,36.45022222,138.4502222,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [-0.59, -1.022, -1.0, -1.819, -1.326, -1.129, -2.256, -2.023, -0.357, 2.551, 4.903, 6.129, 6.434, 6.326, 6.002, 5.382, 4.036, 2.635, 1.742, 0.873, 1.092, 1.464, 0.653, 0.897, 0.293, 0.403, 0.244, 0.231, 0.018, 0.663, 0.845, 0.114, 1.389, 4.418, 5.714, 7.081, 8.156, 8.602, 8.392, 7.615, 5.879, 3.923, 2.966, 2.373, 1.994, 1.422, 0.948, 0.523]}"
榛名山,ハルナサン,高崎市榛名湖町沼ノ原甲,36.46675,138.8667778,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [-1.244, -1.271, -1.62, -1.78, -1.552, -1.474, -1.379, -1.831, 0.012, 2.606, 4.397, 5.416, 5.955, 5.778, 5.364, 4.634, 3.456, 1.834, 1.281, 0.376, -0.295, -0.389, -0.276, -0.374, -0.285, -0.334, -0.49, -0.412, -0.639, -0.639, -0.55, -0.411, 1.411, 4.059, 5.589, 6.84, 7.736, 8.05, 7.874, 6.951, 5.194, 3.272, 2.134, 1.27, 0.857, 0.13, -0.41, -0.105]}"
前橋,マエバシ,前橋市昭和町　前橋地方気象台,36.40008333,139.0501667,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [3.109, 2.787, 2.463, 2.08, 1.729, 1.645, 1.271, 1.265, 2.752, 4.954, 7.426, 9.512, 10.691, 11.105, 10.915, 10.426, 8.954, 7.396, 6.719, 5.857, 5.228, 4.816, 4.473, 4.045, 3.789, 3.434, 3.203, 3.053, 2.819, 2.785, 2.643, 2.566, 4.079, 7.209, 8.677, 10.635, 11.941, 12.674, 12.822, 12.361, 10.482, 9.069, 8.288, 7.59, 7.474, 6.294, 5.745, 5.304]}"
前橋,マエバシ,前橋市元総社町,36.38338889,139.0334167,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [2.706, 2.377, 2.058, 1.875, 1.513, 1.122, 0.873, 0.935, 2.687, 5.206, 7.847, 9.778, 10.775, 11.119, 11.012, 10.528, 9.104, 7.41, 6.3, 5.534, 4.924, 4.599, 4.246, 3.804, 3.357, 2.986, 2.651, 2.509, 2.158, 2.165, 1.875, 1.697, 3.691, 6.851, 8.925, 10.912, 12.382, 13.02, 13.163, 12.729, 11.355, 8.891, 7.937, 7.41, 6.388, 5.814, 5.277, 4.679]}"
黒保根,クロホネ,桐生市黒保根町水沼,36.50002778,139.2833333,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [3.014, 2.617, 2.221, 1.94, 1.604, 1.46, 1.416, 1.426, 2.786, 5.338, 7.537, 9.345, 10.302, 10.78, 10.797, 10.212, 9.216, 7.704, 6.742, 6.037, 5.324, 4.698, 4.327, 3.933, 3.488, 3.123, 2.841, 2.606, 2.455, 2.316, 2.086, 2.054, 3.563, 6.428, 8.958, 10.742, 12.04, 12.764, 13.123, 12.498, 11.152, 8.933, 8.074, 7.425, 6.573, 5.944, 5.332, 4.835]}"
桐生,キリュウ,桐生市元宿町,36.40016667,139.3168056,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [2.78, 2.424, 2.156, 1.917, 1.649, 1.55, 1.642, 1.794, 3.237, 5.877, 8.01, 9.575, 10.475, 10.808, 10.862, 10.325, 9.156, 7.239, 6.292, 5.726, 5.211, 4.729, 4.265, 3.952, 3.468, 3.189, 3.005, 2.68, 2.675, 2.593, 2.364, 2.323, 3.956, 7.043, 8.882, 10.952, 12.236, 12.96, 13.24, 12.519, 11.691, 8.997, 8.184, 7.412, 6.603, 5.929, 5.237, 4.737]}"
上里見,カミサトミ,高崎市上里見町,36.36683333,138.8835278,"{""time"": [""12/07/00:00"", ""12/07/01:00"", ""12/07/02:00"", ""12/07/03:00"", ""12/07/04:00"", ""12/07/05:00"", ""12/07/06:00"", ""12/07/07:00"", ""12/07/08:00"", ""12/07/09:00"", ""12/07/10:00"", ""12/07/11:00"", ""12/07/12:00"", ""12/07/13:00"", ""12/07/14:00"", ""12/07/15:00"", ""12/07/16:00"", ""12/07/17:00"", ""12/07/18:00"", ""12/07/19:00"", ""12/07/20:00"", ""12/07/21:00"", ""12/07/22:00"", ""12/07/23:00"", ""12/08/00:00"", ""12/08/01:00"", ""12/08/02:00"", ""12/08/03:00"", ""12/08/04:00"", ""12/08/05:00"", ""12/08/06:00"", ""12/08/07:00"", ""12/08/08:00"", ""12/08/09:00"", ""12/08/10:00"", ""12/08/11:00"", ""12/08/12:00"", ""12/08/13:00"", ""12/08/14:00"", ""12/08/15:00"", ""12/08/16:00"", ""12/08/17:00"", ""12/08/18:00"", ""12/08/19:00"", ""12/08/20:00"", ""12/08/21:00"", ""12/08/22:00"", ""12/08/23:00""], ""wbgt"": [-1.804, -1.842, -1.948, -2.147, -2.063, -2.176, -2.13, -2.319, -0.771, 1.855, 3.731, 4.737, 5.221, 5.006, 4.536, 3.88, 2.693, 1.139, 0.725, -0.139, -0.395, -0.293, -0.507, -0.322, -0.197, -0.197, -0.356, -0.595, -0.696, -0.374, -0.374, -0.463, 0.922, 3.339, 4.698, 6.053, 6.9, 7.258, 7.153, 6.281, 4.621, 2.56, 1.576, 0.909, 0.353, -0.256, -0.625, -0.994]}"
